sep=,

June 15. 2018
Sensor Datalog
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,
[h:m],[s],[hPa],[°C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],
 8:13,14.57,,,,,,,,,,72,532,-672,
 8:13,14.58,,,,,,,,,,90,555,-132,
 8:13,14.59,,,,,,,,,,189,357,-175,
 8:13,14.60,,,,,,,,,,88,496,-681,
 8:13,14.62,,,,,,,,,,258,310,706,
 8:13,14.63,,,,,,,,,,69,564,-309,
 8:13,14.65,,,,,,,,,,162,469,483,
 8:13,14.66,,,,,,,,,,111,468,-628,
 8:13,14.67,,,,,,,,,,67,558,-468,
 8:13,14.69,,,,,,,,,,231,304,222,
 8:13,14.70,,,,,,,,,,118,504,303,
 8:13,14.72,,,,,,,,,,231,358,789,
 8:13,14.73,,,,,,,,,,64,558,-580,
 8:13,14.75,,,,,,,,,,117,526,114,
 8:13,14.76,,,,,,,,,,153,391,-388,
 8:13,14.77,,,,,,,,,,211,388,742,
 8:13,14.78,,,,,,,,,,252,298,565,
 8:13,14.80,,,,,,,,,,99,547,-85,
 8:13,14.81,,,,,,,,,,192,420,661,
 8:13,14.83,,,,,,,,,,76,511,-678,
 8:13,14.84,,,,,,,,,,252,312,679,
 8:13,14.85,,,,,,,,,,213,333,-22,
 8:13,14.87,,,,,,,,,,166,460,520,
 8:13,14.88,,,,,,,,,,253,318,769,
 8:13,14.89,,,,,,,,,,76,559,-433,
 8:13,14.91,,,,,,,,,,222,310,175,
 8:13,14.92,,,,,,,,,,123,444,-564,
 8:13,14.94,,,,,,,,,,237,348,786,
 8:13,14.95,,,,,,,,,,243,306,358,
 8:13,14.96,,,,,,,,,,111,528,157,
 8:13,14.98,,,,,,,,,,142,409,-426,
 8:13,14.99,,,,,,,,,,63,544,-622,
 8:13,15.01,,,,,,,,,,249,307,481,
 8:13,15.02,,,,,,,,,,93,541,10,
 8:13,15.03,,,,,,,,,,201,406,706,
 8:13,15.05,,,,,,,,,,78,519,-666,
 8:13,15.06,,,,,,,,,,82,553,-181,
 8:13,15.07,,,,,,,,,,201,357,-123,
 8:13,15.09,,,,,,,,,,183,436,600,
 8:13,15.10,,,,,,,,,,261,313,735,
 8:13,15.12,,,,,,,,,,75,573,-363,
 8:13,15.13,,,,,,,,,,154,481,439,
 8:13,15.14,,,,,,,,,,123,457,-613,
 8:13,15.16,,,,,,,,,,247,342,777,
 8:13,15.17,,,,,,,,,,232,303,273,
 8:13,15.18,,,,,,,,,,118,501,252,
 8:13,15.20,,,,,,,,,,232,363,778,
 8:13,15.21,,,,,,,,,,67,547,-603,
 8:13,15.23,,,,,,,,,,247,298,445,
 8:13,15.24,,,,,,,,,,163,391,-337,
 8:13,15.25,,,,,,,,,,210,394,724,
 8:13,15.26,,,,,,,,,,252,303,589,
 8:13,15.28,,,,,,,,,,87,558,-136,
 8:13,15.30,,,,,,,,,,193,360,-159,
 8:13,15.31,,,,,,,,,,88,508,-675,
 8:13,15.32,,,,,,,,,,255,310,712,
 8:13,15.33,,,,,,,,,,219,333,36,
 8:13,15.35,,,,,,,,,,157,465,481,
 8:13,15.36,,,,,,,,,,105,466,-624,
 8:13,15.38,,,,,,,,,,63,564,-469,
 8:13,15.39,,,,,,,,,,231,318,226,
 8:13,15.41,,,,,,,,,,136,433,-525,
 8:13,15.42,,,,,,,,,,229,363,793,
 8:13,15.43,,,,,,,,,,64,547,-586,
 8:13,15.44,,,,,,,,,,115,526,103,
 8:13,15.46,,,,,,,,,,151,399,-384,
 8:13,15.47,,,,,,,,,,75,531,-652,
 8:13,15.49,,,,,,,,,,250,297,571,
 8:13,15.50,,,,,,,,,,94,544,-96,
 8:13,15.51,,,,,,,,,,186,424,649,
 8:13,15.53,,,,,,,,,,91,511,-670,
 8:13,15.54,,,,,,,,,,79,561,-283,
 8:13,15.55,,,,,,,,,,205,334,-4,
 8:13,15.57,,,,,,,,,,169,460,511,
 8:13,15.58,,,,,,,,,,247,325,759,
 8:13,15.60,,,,,,,,,,73,573,-442,
 8:13,15.61,,,,,,,,,,222,492,387,
 8:13,15.62,,,,,,,,,,123,450,-573,
 8:13,15.64,,,,,,,,,,232,346,789,
 8:13,15.65,,,,,,,,,,231,306,328,
 8:13,15.67,,,,,,,,,,109,517,196,
 8:13,15.68,,,,,,,,,,148,406,-451,
 8:13,15.69,,,,,,,,,,73,544,-633,
 8:13,15.71,,,,,,,,,,247,298,502,
 8:13,15.72,,,,,,,,,,172,382,-291,
 8:13,15.73,,,,,,,,,,204,402,705,
 8:13,15.75,,,,,,,,,,78,522,-676,
 8:13,15.76,,,,,,,,,,82,556,-192,
 8:13,15.78,,,,,,,,,,192,352,-105,
 8:13,15.79,,,,,,,,,,91,487,-669,
 8:13,15.80,,,,,,,,,,250,316,736,
 8:13,15.82,,,,,,,,,,70,562,-364,
 8:13,15.83,,,,,,,,,,150,480,432,
 8:13,15.84,,,,,,,,,,120,459,-603,
 8:13,15.86,,,,,,,,,,69,565,-502,
 8:13,15.87,,,,,,,,,,244,303,277,
 8:13,15.89,,,,,,,,,,135,513,250,
 8:13,15.90,,,,,,,,,,232,366,771,
 8:13,15.91,,,,,,,,,,67,546,-615,
 8:13,15.92,,,,,,,,,,100,535,48,
 8:13,15.94,,,,,,,,,,169,384,-337,
 8:13,15.96,,,,,,,,,,208,400,732,
 8:13,15.97,,,,,,,,,,247,300,606,
 8:13,15.98,,,,,,,,,,84,558,-148,
 8:13,16.00,,,,,,,,,,177,436,609,
 8:13,16.01,,,,,,,,,,91,505,-672,
 8:13,16.02,,,,,,,,,,265,307,714,
 8:13,16.04,,,,,,,,,,208,330,43,
 8:13,16.05,,,,,,,,,,154,475,465,
 8:13,16.07,,,,,,,,,,246,325,775,
 8:13,16.08,,,,,,,,,,61,564,-480,
 8:13,16.09,,,,,,,,,,231,315,240,
 8:13,16.10,,,,,,,,,,129,424,-520,
 8:13,16.12,,,,,,,,,,232,360,786,
 8:13,16.13,,,,,,,,,,246,298,415,
 8:13,16.15,,,,,,,,,,114,529,96,
 8:13,16.16,,,,,,,,,,162,391,-385,
 8:13,16.17,,,,,,,,,,70,535,-661,
 8:13,16.19,,,,,,,,,,258,300,571,
 8:13,16.20,,,,,,,,,,87,547,-205,
 8:13,16.21,,,,,,,,,,189,423,643,
 8:13,16.23,,,,,,,,,,81,507,-669,
 8:13,16.24,,,,,,,,,,90,559,-247,
 8:13,16.26,,,,,,,,,,198,340,-54,
 8:13,16.27,,,,,,,,,,172,456,537,
 8:13,16.28,,,,,,,,,,246,313,751,
 8:13,16.30,,,,,,,,,,73,559,-405,
 8:13,16.31,,,,,,,,,,144,489,373,
 8:13,16.33,,,,,,,,,,118,453,-579,
 8:13,16.34,,,,,,,,,,241,343,787,
 8:13,16.35,,,,,,,,,,241,307,333,
 8:13,16.37,,,,,,,,,,118,520,190,
 8:13,16.38,,,,,,,,,,226,376,772,
 8:13,16.39,,,,,,,,,,69,544,-625,
 8:13,16.41,,,,,,,,,,247,298,495,
 8:13,16.42,,,,,,,,,,165,379,-292,
 8:13,16.44,,,,,,,,,,196,403,702,
 8:13,16.45,,,,,,,,,,258,297,633,
 8:13,16.46,,,,,,,,,,81,553,-193,
 8:13,16.48,,,,,,,,,,189,361,-117,
 8:13,16.49,,,,,,,,,,96,493,-660,
 8:13,16.50,,,,,,,,,,256,318,730,
 8:13,16.52,,,,,,,,,,217,328,72,
 8:13,16.53,,,,,,,,,,159,475,445,
 8:13,16.55,,,,,,,,,,115,472,-603,
 8:13,16.56,,,,,,,,,,73,561,-496,
 8:13,16.57,,,,,,,,,,241,300,256,
 8:13,16.58,,,,,,,,,,135,429,-504,
