sep=,,,,
,,,,
June 8. 2018,,,,
Sensor Datalog,,,,
Time,Time,Mag Field(XYZ),,
[h:m],[s],[mGauss],[mGauss],[mGauss]
 8:10,26.9,-244,-297,-364
 8:10,26.92,-492,-265,-424
 8:10,26.93,-402,-37,-418
 8:10,26.94,-421,-685,-394
 8:10,26.96,-507,-348,-424
 8:10,26.97,-258,-597,-360
 8:10,26.98,-424,-54,-418
 8:10,27,-289,-156,-391
 8:10,27.01,-502,-435,-420
 8:10,27.03,-249,-532,-360
 8:10,27.04,-358,-735,-372
 8:10,27.05,-310,-100,-381
 8:10,27.07,-244,-453,-349
 8:10,27.08,-466,-142,-429
 8:10,27.1,-337,-723,-369
 8:10,27.11,-472,-589,-408
 8:10,27.12,-241,-367,-370
 8:10,27.14,-303,-702,-367
 8:10,27.15,-372,-37,-409
 8:10,27.16,-438,-646,-391
 8:10,27.18,-507,-268,-423
 8:10,27.19,-291,-670,-343
 8:10,27.21,-432,-678,-394
 8:10,27.22,-268,-231,-379
 8:10,27.23,-502,-343,-421
 8:10,27.25,-424,-54,-424
 8:10,27.26,-403,-715,-387
 8:10,27.27,-498,-420,-417
 8:10,27.29,-244,-531,-355
 8:10,27.3,-448,-75,-421
 8:10,27.32,-306,-102,-391
 8:10,27.33,-492,-507,-414
 8:10,27.34,-466,-135,-429
 8:10,27.35,-328,-721,-369
 8:10,27.37,-342,-58,-391
 8:10,27.38,-246,-376,-355
 8:10,27.4,-489,-195,-420
 8:10,27.41,-315,-696,-402
 8:10,27.42,-450,-637,-396
 8:10,27.44,-259,-294,-357
 8:10,27.45,-283,-654,-351
 8:10,27.47,-394,-34,-409
 8:10,27.48,-426,-682,-390
 8:10,27.5,-501,-360,-427
 8:10,27.51,-256,-597,-352
 8:10,27.52,-396,-723,-379
 8:10,27.53,-301,-154,-381
 8:10,27.55,-504,-438,-420
 8:10,27.56,-454,-90,-421
 8:10,27.58,-357,-730,-369
 8:10,27.59,-483,-517,-409
 8:10,27.6,-234,-442,-358
 8:10,27.62,-472,-142,-427
 8:10,27.63,-342,-57,-400
 8:10,27.64,-474,-595,-408
 8:10,27.66,-486,-211,-427
 8:10,27.67,-298,-694,-357
 8:10,27.69,-378,-34,-412
 8:10,27.7,-256,-277,-364
 8:10,27.71,-495,-298,-429
 8:10,27.73,-414,-40,-414
 8:10,27.74,-412,-699,-385
 8:10,27.76,-264,-198,-373
 8:10,27.77,-261,-582,-357
 8:10,27.78,-432,-61,-424
 8:10,27.8,-295,-142,-384
 8:10,27.81,-495,-442,-412
 8:10,27.82,-252,-523,-355
 8:10,27.84,-357,-732,-379
 8:10,27.85,-318,-96,-387
 8:10,27.87,-487,-513,-411
 8:10,27.88,-472,-141,-429
