June 4. 2018,,,,
Sensor Datalog,,,,
Time,Time,Mag Field(XYZ),,
[h:m],[s],[mGauss],[mGauss],[mGauss]
 9:24,45.24,-403,-192,498
 9:24,45.25,-459,-126,486
 9:24,45.26,-639,498,493
 9:24,45.28,-432,-88,504
 9:24,45.29,-795,861,477
 9:24,45.31,-430,-213,499
 9:24,45.32,-636,294,477
 9:24,45.33,-460,25,498
 9:24,45.35,-406,-244,496
 9:24,45.36,-732,741,487
 9:24,45.37,-567,132,490
 9:24,45.39,-760,727,478
 9:24,45.4,-406,-240,495
 9:24,45.42,-514,4,486
 9:24,45.43,-571,319,493
 9:24,45.44,-736,612,478
 9:24,45.46,-789,862,487
 9:24,45.47,-465,-109,492
 9:24,45.49,-624,465,498
 9:24,45.5,-427,-114,498
