sep=,

June 15. 2018
Sensor Datalog
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,
[h:m],[s],[hPa],[°C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],
 9:29,25.69,,,,,,,,,,187,246,292,
 9:29,25.71,,,,,,,,,,154,195,136,
 9:29,25.72,,,,,,,,,,159,348,153,
 9:29,25.73,,,,,,,,,,186,258,304,
 9:29,25.75,,,,,,,,,,115,345,-121,
 9:29,25.76,,,,,,,,,,157,189,192,
 9:29,25.77,,,,,,,,,,118,235,-49,
 9:29,25.79,,,,,,,,,,181,288,288,
 9:29,25.80,,,,,,,,,,168,202,229,
 9:29,25.82,,,,,,,,,,147,375,45,
 9:29,25.83,,,,,,,,,,129,217,-6,
 9:29,25.84,,,,,,,,,,102,304,-142,
 9:29,25.85,,,,,,,,,,174,213,265,
 9:29,25.87,,,,,,,,,,136,199,55,
 9:29,25.88,,,,,,,,,,172,321,222,
 9:29,25.90,,,,,,,,,,105,292,-129,
 9:29,25.91,,,,,,,,,,126,364,-61,
 9:29,25.92,,,,,,,,,,150,192,115,
 9:29,25.94,,,,,,,,,,111,256,-97,
 9:29,25.95,,,,,,,,,,181,252,301,
 9:29,25.97,,,,,,,,,,115,349,-100,
 9:29,25.98,,,,,,,,,,153,358,118,
 9:29,26.00,,,,,,,,,,118,243,-63,
 9:29,26.01,,,,,,,,,,175,274,-126,
 9:29,26.02,,,,,,,,,,165,205,214,
 9:29,26.03,,,,,,,,,,150,364,67,
 9:29,26.05,,,,,,,,,,175,300,270,
 9:29,26.06,,,,,,,,,,100,319,-138,
 9:29,26.08,,,,,,,,,,168,216,262,
 9:29,26.09,,,,,,,,,,138,208,30,
 9:29,26.10,,,,,,,,,,177,319,243,
 9:29,26.12,,,,,,,,,,184,226,288,
 9:29,26.13,,,,,,,,,,135,370,-46,
 9:29,26.14,,,,,,,,,,144,199,94,
 9:29,26.16,,,,,,,,,,118,270,-114,
 9:29,26.17,,,,,,,,,,180,243,298,
 9:29,26.19,,,,,,,,,,156,201,153,
 9:29,26.20,,,,,,,,,,154,355,145,
 9:29,26.21,,,,,,,,,,114,246,-79,
 9:29,26.23,,,,,,,,,,111,336,-124,
 9:29,26.24,,,,,,,,,,171,202,204,
 9:29,26.26,,,,,,,,,,118,232,-39,
 9:29,26.27,,,,,,,,,,183,297,279,
 9:29,26.28,,,,,,,,,,106,318,-139,
 9:29,26.30,,,,,,,,,,141,372,16,
 9:29,26.31,,,,,,,,,,135,207,13,
 9:29,26.32,,,,,,,,,,108,301,-141,
 9:29,26.34,,,,,,,,,,178,222,285,
 9:29,26.35,,,,,,,,,,127,370,-36,
 9:29,26.37,,,,,,,,,,172,337,211,
 9:29,26.38,,,,,,,,,,115,274,-109,
 9:29,26.39,,,,,,,,,,130,357,-87,
